"province","affiliation","amphor","n"
"ภูเก็ต","สพม.พังงาภูเก็ตระนอง","กะทู้",2
"ภูเก็ต","สพม.พังงาภูเก็ตระนอง","ถลาง",4
"ภูเก็ต","สพม.พังงาภูเก็ตระนอง","เมืองภูเก็ต",4
"มหาสารคาม","สพป.มหาสารคาม เขต 1","กันทรวิชัย",42
"มหาสารคาม","สพป.มหาสารคาม เขต 1","บรบือ",70
"มหาสารคาม","สพป.มหาสารคาม เขต 1","เมืองมหาสารคาม",74
"มหาสารคาม","สพป.มหาสารคาม เขต 1","แกดำ",23
"มหาสารคาม","สพป.มหาสารคาม เขต 2","นาดูน",35
"มหาสารคาม","สพป.มหาสารคาม เขต 2","นาเชือก",43
"มหาสารคาม","สพป.มหาสารคาม เขต 2","พยัคฆภูมิพิสัย",61
"มหาสารคาม","สพป.มหาสารคาม เขต 2","ยางสีสุราช",30
"มหาสารคาม","สพป.มหาสารคาม เขต 2","วาปีปทุม",90
"มหาสารคาม","สพป.มหาสารคาม เขต 3","กุดรัง",24
"มหาสารคาม","สพป.มหาสารคาม เขต 3","ชื่นชม",16
"มหาสารคาม","สพป.มหาสารคาม เขต 3","เชียงยืน",44
"มหาสารคาม","สพป.มหาสารคาม เขต 3","โกสุมพิสัย",91
"มหาสารคาม","สพม.มหาสารคาม","กันทรวิชัย",4
"มหาสารคาม","สพม.มหาสารคาม","กุดรัง",4
"มหาสารคาม","สพม.มหาสารคาม","ชื่นชม",2
"มหาสารคาม","สพม.มหาสารคาม","นาดูน",4
"มหาสารคาม","สพม.มหาสารคาม","นาเชือก",4
"มหาสารคาม","สพม.มหาสารคาม","บรบือ",20
"มหาสารคาม","สพม.มหาสารคาม","พยัคฆภูมิพิสัย",2
"มหาสารคาม","สพม.มหาสารคาม","ยางสีสุราช",4
"มหาสารคาม","สพม.มหาสารคาม","วาปีปทุม",8
"มหาสารคาม","สพม.มหาสารคาม","เชียงยืน",4
"มหาสารคาม","สพม.มหาสารคาม","เมืองมหาสารคาม",10
"มหาสารคาม","สพม.มหาสารคาม","แกดำ",6
"มหาสารคาม","สพม.มหาสารคาม","โกสุมพิสัย",10
"มุกดาหาร","สพป.มุกดาหาร","คำชะอี",35
"มุกดาหาร","สพป.มุกดาหาร","ดงหลวง",37
"มุกดาหาร","สพป.มุกดาหาร","ดอนตาล",49
"มุกดาหาร","สพป.มุกดาหาร","นิคมคำสร้อย",40
"มุกดาหาร","สพป.มุกดาหาร","หนองสูง",23
"มุกดาหาร","สพป.มุกดาหาร","หว้านใหญ่",19
"มุกดาหาร","สพป.มุกดาหาร","เมืองมุกดาหาร",95
"มุกดาหาร","สพม.มุกดาหาร","คำชะอี",14
"มุกดาหาร","สพม.มุกดาหาร","ดงหลวง",4
"มุกดาหาร","สพม.มุกดาหาร","ดอนตาล",6
"มุกดาหาร","สพม.มุกดาหาร","นิคมคำสร้อย",10
"มุกดาหาร","สพม.มุกดาหาร","หนองสูง",6
"มุกดาหาร","สพม.มุกดาหาร","หว้านใหญ่",2
"มุกดาหาร","สพม.มุกดาหาร","เมืองมุกดาหาร",22
"ยะลา","สพป.ยะลา เขต 1","กรงปินัง",14
"ยะลา","สพป.ยะลา เขต 1","รามัน",63
"ยะลา","สพป.ยะลา เขต 1","เมืองยะลา",49
"ยะลา","สพป.ยะลา เขต 2","กาบัง",13
"ยะลา","สพป.ยะลา เขต 2","บันนังสตา",40
"ยะลา","สพป.ยะลา เขต 2","ยะหา",26
"ยะลา","สพป.ยะลา เขต 3","ธารโต",18
"ยะลา","สพป.ยะลา เขต 3","เบตง",25
"ยะลา","สพม.ยะลา","กาบัง",2
"ยะลา","สพม.ยะลา","ธารโต",4
"ยะลา","สพม.ยะลา","บันนังสตา",6
"ยะลา","สพม.ยะลา","ยะหา",4
"ยะลา","สพม.ยะลา","รามัน",2
"ยะลา","สพม.ยะลา","เบตง",2
"ยะลา","สพม.ยะลา","เมืองยะลา",8
"ยโสธร","สพป.ยโสธร เขต 1","คำเขื่อนแก้ว",54
"ยโสธร","สพป.ยโสธร เขต 1","ค้อวัง",21
"ยโสธร","สพป.ยโสธร เขต 1","มหาชนะชัย",45
"ยโสธร","สพป.ยโสธร เขต 1","เมืองยโสธร",69
"ยโสธร","สพป.ยโสธร เขต 2","กุดชุม",60
"ยโสธร","สพป.ยโสธร เขต 2","ทรายมูล",27
"ยโสธร","สพป.ยโสธร เขต 2","ป่าติ้ว",37
"ยโสธร","สพป.ยโสธร เขต 2","เลิงนกทา",79
"ยโสธร","สพป.ยโสธร เขต 2","ไทยเจริญ",24
"ยโสธร","สพม.ศรีสะเกษยโสธร","กุดชุม",10
"ยโสธร","สพม.ศรีสะเกษยโสธร","คำเขื่อนแก้ว",10
"ยโสธร","สพม.ศรีสะเกษยโสธร","ค้อวัง",2
"ยโสธร","สพม.ศรีสะเกษยโสธร","ทรายมูล",6
"ยโสธร","สพม.ศรีสะเกษยโสธร","ป่าติ้ว",4
"ยโสธร","สพม.ศรีสะเกษยโสธร","มหาชนะชัย",6
"ยโสธร","สพม.ศรีสะเกษยโสธร","เมืองยโสธร",12
"ยโสธร","สพม.ศรีสะเกษยโสธร","เลิงนกทา",12
"ยโสธร","สพม.ศรีสะเกษยโสธร","ไทยเจริญ",4
"ระนอง","สพป.ระนอง","กระบุรี",30
"ระนอง","สพป.ระนอง","กะเปอร์",17
"ระนอง","สพป.ระนอง","ละอุ่น",12
"ระนอง","สพป.ระนอง","สุขสำราญ",10
"ระนอง","สพป.ระนอง","เมืองระนอง",35
"ระนอง","สพม.พังงาภูเก็ตระนอง","กระบุรี",4
"ระนอง","สพม.พังงาภูเก็ตระนอง","กะเปอร์",2
"ระนอง","สพม.พังงาภูเก็ตระนอง","ละอุ่น",2
"ระนอง","สพม.พังงาภูเก็ตระนอง","สุขสำราญ",2
"ระนอง","สพม.พังงาภูเก็ตระนอง","เมืองระนอง",2
"ระยอง","สพป.ระยอง เขต 1","นิคมพัฒนา",10
"ระยอง","สพป.ระยอง เขต 1","บ้านค่าย",35
"ระยอง","สพป.ระยอง เขต 1","บ้านฉาง",16
"ระยอง","สพป.ระยอง เขต 1","ปลวกแดง",22
"ระยอง","สพป.ระยอง เขต 1","เมืองระยอง",40
"ระยอง","สพป.ระยอง เขต 2","วังจันทร์",19
"ระยอง","สพป.ระยอง เขต 2","เขาชะเมา",26
"ระยอง","สพป.ระยอง เขต 2","แกลง",67
"ระยอง","สพม.ชลบุรีระยอง","นิคมพัฒนา",2
"ระยอง","สพม.ชลบุรีระยอง","บ้านค่าย",4
"ระยอง","สพม.ชลบุรีระยอง","บ้านฉาง",2
"ระยอง","สพม.ชลบุรีระยอง","ปลวกแดง",4
"ระยอง","สพม.ชลบุรีระยอง","วังจันทร์",2
"ระยอง","สพม.ชลบุรีระยอง","เขาชะเมา",4
"ระยอง","สพม.ชลบุรีระยอง","เมืองระยอง",18
"ระยอง","สพม.ชลบุรีระยอง","แกลง",8
"ราชบุรี","สพป.ราชบุรี เขต 1","จอมบึง",37
"ราชบุรี","สพป.ราชบุรี เขต 1","บ้านคา",18
"ราชบุรี","สพป.ราชบุรี เขต 1","ปากท่อ",40
"ราชบุรี","สพป.ราชบุรี เขต 1","วัดเพลง",4
"ราชบุรี","สพป.ราชบุรี เขต 1","สวนผึ้ง",24
"ราชบุรี","สพป.ราชบุรี เขต 1","เมืองราชบุรี",27
"ราชบุรี","สพป.ราชบุรี เขต 2","ดำเนินสะดวก",28
"ราชบุรี","สพป.ราชบุรี เขต 2","บางแพ",14
"ราชบุรี","สพป.ราชบุรี เขต 2","บ้านโป่ง",35
"ราชบุรี","สพป.ราชบุรี เขต 2","โพธาราม",43
"ราชบุรี","สพม.ราชบุรี","จอมบึง",4
"ราชบุรี","สพม.ราชบุรี","ดำเนินสะดวก",6
"ราชบุรี","สพม.ราชบุรี","บางแพ",2
"ราชบุรี","สพม.ราชบุรี","บ้านคา",2
"ราชบุรี","สพม.ราชบุรี","บ้านโป่ง",10
"ราชบุรี","สพม.ราชบุรี","ปากท่อ",4
"ราชบุรี","สพม.ราชบุรี","วัดเพลง",2
"ราชบุรี","สพม.ราชบุรี","สวนผึ้ง",4
"ราชบุรี","สพม.ราชบุรี","เมืองราชบุรี",4
"ราชบุรี","สพม.ราชบุรี","โพธาราม",10
"ร้อยเอ็ด","สพป.ร้อยเอ็ด เขต 1","จตุรพักตรพิมาน",58
"ร้อยเอ็ด","สพป.ร้อยเอ็ด เขต 1","จังหาร",29
"ร้อยเอ็ด","สพป.ร้อยเอ็ด เขต 1","ทุ่งเขาหลวง",21
"ร้อยเอ็ด","สพป.ร้อยเอ็ด เขต 1","ธวัชบุรี",49
"ร้อยเอ็ด","สพป.ร้อยเอ็ด เขต 1","ศรีสมเด็จ",24
"ร้อยเอ็ด","สพป.ร้อยเอ็ด เขต 1","เชียงขวัญ",18
"ร้อยเอ็ด","สพป.ร้อยเอ็ด เขต 1","เมืองร้อยเอ็ด",32
"ร้อยเอ็ด","สพป.ร้อยเอ็ด เขต 2","ปทุมรัตต์",41
"ร้อยเอ็ด","สพป.ร้อยเอ็ด เขต 2","พนมไพร",47
"ร้อยเอ็ด","สพป.ร้อยเอ็ด เขต 2","สุวรรณภูมิ",80
"ร้อยเอ็ด","สพป.ร้อยเอ็ด เขต 2","หนองฮี",21
"ร้อยเอ็ด","สพป.ร้อยเอ็ด เขต 2","อาจสามารถ",59
"ร้อยเอ็ด","สพป.ร้อยเอ็ด เขต 2","เกษตรวิสัย",78
"ร้อยเอ็ด","สพป.ร้อยเอ็ด เขต 2","เมืองสรวง",20
"ร้อยเอ็ด","สพป.ร้อยเอ็ด เขต 2","โพนทราย",20
"ร้อยเอ็ด","สพป.ร้อยเอ็ด เขต 3","หนองพอก",42
"ร้อยเอ็ด","สพป.ร้อยเอ็ด เขต 3","เมยวดี",20
"ร้อยเอ็ด","สพป.ร้อยเอ็ด เขต 3","เสลภูมิ",86
"ร้อยเอ็ด","สพป.ร้อยเอ็ด เขต 3","โพธิ์ชัย",34
"ร้อยเอ็ด","สพป.ร้อยเอ็ด เขต 3","โพนทอง",71
"ร้อยเอ็ด","สพม.ร้อยเอ็ด","จตุรพักตรพิมาน",10
"ร้อยเอ็ด","สพม.ร้อยเอ็ด","จังหาร",4
"ร้อยเอ็ด","สพม.ร้อยเอ็ด","ทุ่งเขาหลวง",2
"ร้อยเอ็ด","สพม.ร้อยเอ็ด","ธวัชบุรี",8
"ร้อยเอ็ด","สพม.ร้อยเอ็ด","ปทุมรัตต์",6
"ร้อยเอ็ด","สพม.ร้อยเอ็ด","พนมไพร",4
"ร้อยเอ็ด","สพม.ร้อยเอ็ด","ศรีสมเด็จ",6
"ร้อยเอ็ด","สพม.ร้อยเอ็ด","สุวรรณภูมิ",16
"ร้อยเอ็ด","สพม.ร้อยเอ็ด","หนองพอก",8
"ร้อยเอ็ด","สพม.ร้อยเอ็ด","หนองฮี",4
"ร้อยเอ็ด","สพม.ร้อยเอ็ด","อาจสามารถ",6
"ร้อยเอ็ด","สพม.ร้อยเอ็ด","เกษตรวิสัย",12
"ร้อยเอ็ด","สพม.ร้อยเอ็ด","เชียงขวัญ",4
"ร้อยเอ็ด","สพม.ร้อยเอ็ด","เมยวดี",2
"ร้อยเอ็ด","สพม.ร้อยเอ็ด","เมืองร้อยเอ็ด",8
"ร้อยเอ็ด","สพม.ร้อยเอ็ด","เมืองสรวง",4
"ร้อยเอ็ด","สพม.ร้อยเอ็ด","เสลภูมิ",12
"ร้อยเอ็ด","สพม.ร้อยเอ็ด","โพธิ์ชัย",4
"ร้อยเอ็ด","สพม.ร้อยเอ็ด","โพนทราย",4
"ร้อยเอ็ด","สพม.ร้อยเอ็ด","โพนทอง",14
"ลพบุรี","สพป.ลพบุรี เขต 1","ท่าวุ้ง",24
"ลพบุรี","สพป.ลพบุรี เขต 1","บ้านหมี่",36
"ลพบุรี","สพป.ลพบุรี เขต 1","เมืองลพบุรี",63
"ลพบุรี","สพป.ลพบุรี เขต 1","โคกสำโรง",46
"ลพบุรี","สพป.ลพบุรี เขต 2","ชัยบาดาล",61
"ลพบุรี","สพป.ลพบุรี เขต 2","ท่าหลวง",22
"ลพบุรี","สพป.ลพบุรี เขต 2","พัฒนานิคม",36
"ลพบุรี","สพป.ลพบุรี เขต 2","ลำสนธิ",25
"ลพบุรี","สพป.ลพบุรี เขต 2","สระโบสถ์",14
"ลพบุรี","สพป.ลพบุรี เขต 2","หนองม่วง",24
"ลพบุรี","สพป.ลพบุรี เขต 2","โคกเจริญ",21
"ลพบุรี","สพม.ลพบุรี","ชัยบาดาล",8
"ลพบุรี","สพม.ลพบุรี","ท่าวุ้ง",4
"ลพบุรี","สพม.ลพบุรี","ท่าหลวง",2
"ลพบุรี","สพม.ลพบุรี","บ้านหมี่",8
"ลพบุรี","สพม.ลพบุรี","พัฒนานิคม",6
"ลพบุรี","สพม.ลพบุรี","ลำสนธิ",2
"ลพบุรี","สพม.ลพบุรี","สระโบสถ์",2
"ลพบุรี","สพม.ลพบุรี","หนองม่วง",2
"ลพบุรี","สพม.ลพบุรี","เมืองลพบุรี",11
"ลพบุรี","สพม.ลพบุรี","โคกสำโรง",4
"ลพบุรี","สพม.ลพบุรี","โคกเจริญ",4
"ลำปาง","สพป.ลำปาง เขต 1","งาว",36
"ลำปาง","สพป.ลำปาง เขต 1","ห้างฉัตร",18
"ลำปาง","สพป.ลำปาง เขต 1","เมืองลำปาง",49
"ลำปาง","สพป.ลำปาง เขต 1","แม่เมาะ",24
"ลำปาง","สพป.ลำปาง เขต 2","สบปราบ",14
"ลำปาง","สพป.ลำปาง เขต 2","เกาะคา",25
"ลำปาง","สพป.ลำปาง เขต 2","เถิน",47
"ลำปาง","สพป.ลำปาง เขต 2","เสริมงาม",19
"ลำปาง","สพป.ลำปาง เขต 2","แม่ทะ",25
"ลำปาง","สพป.ลำปาง เขต 2","แม่พริก",13
"ลำปาง","สพป.ลำปาง เขต 3","วังเหนือ",28
"ลำปาง","สพป.ลำปาง เขต 3","เมืองปาน",35
"ลำปาง","สพป.ลำปาง เขต 3","แจ้ห่ม",39
"ลำปาง","สพม.ลำปางลำพูน","งาว",4
"ลำปาง","สพม.ลำปางลำพูน","วังเหนือ",2
"ลำปาง","สพม.ลำปางลำพูน","สบปราบ",2
"ลำปาง","สพม.ลำปางลำพูน","ห้างฉัตร",6
"ลำปาง","สพม.ลำปางลำพูน","เกาะคา",4
"ลำปาง","สพม.ลำปางลำพูน","เถิน",4
"ลำปาง","สพม.ลำปางลำพูน","เมืองปาน",10
"ลำปาง","สพม.ลำปางลำพูน","เมืองลำปาง",12
"ลำปาง","สพม.ลำปางลำพูน","เสริมงาม",4
"ลำปาง","สพม.ลำปางลำพูน","แจ้ห่ม",2
"ลำปาง","สพม.ลำปางลำพูน","แม่ทะ",6
"ลำปาง","สพม.ลำปางลำพูน","แม่พริก",2
"ลำปาง","สพม.ลำปางลำพูน","แม่เมาะ",4
"ลำพูน","สพป.ลำพูน เขต 1","บ้านธิ",8
"ลำพูน","สพป.ลำพูน เขต 1","ป่าซาง",31
"ลำพูน","สพป.ลำพูน เขต 1","เมืองลำพูน",59
"ลำพูน","สพป.ลำพูน เขต 1","แม่ทา",30
"ลำพูน","สพป.ลำพูน เขต 2","ทุ่งหัวช้าง",22
"ลำพูน","สพป.ลำพูน เขต 2","บ้านโฮ่ง",20
"ลำพูน","สพป.ลำพูน เขต 2","ลี้",45
"ลำพูน","สพป.ลำพูน เขต 2","เวียงหนองล่อง",12
"ลำพูน","สพม.ลำปางลำพูน","ทุ่งหัวช้าง",2
"ลำพูน","สพม.ลำปางลำพูน","บ้านธิ",2
"ลำพูน","สพม.ลำปางลำพูน","บ้านโฮ่ง",4
"ลำพูน","สพม.ลำปางลำพูน","ป่าซาง",8
"ลำพูน","สพม.ลำปางลำพูน","ลี้",2
"ลำพูน","สพม.ลำปางลำพูน","เมืองลำพูน",10
"ลำพูน","สพม.ลำปางลำพูน","แม่ทา",6
"ศรีสะเกษ","สพป. ศรีสะเกษ เขต 1","กันทรารมย์",71
"ศรีสะเกษ","สพป. ศรีสะเกษ เขต 1","น้ำเกลี้ยง",32
"ศรีสะเกษ","สพป. ศรีสะเกษ เขต 1","พยุห์",23
"ศรีสะเกษ","สพป. ศรีสะเกษ เขต 1","ยางชุมน้อย",17
"ศรีสะเกษ","สพป. ศรีสะเกษ เขต 1","วังหิน",38
"ศรีสะเกษ","สพป. ศรีสะเกษ เขต 1","เมืองศรีสะเกษ",63
"ศรีสะเกษ","สพป. ศรีสะเกษ เขต 1","โนนคูณ",29
"ศรีสะเกษ","สพป.ศรีสะเกษ เขต 2","บึงบูรพ์",5
"ศรีสะเกษ","สพป.ศรีสะเกษ เขต 2","ราษีไศล",43
"ศรีสะเกษ","สพป.ศรีสะเกษ เขต 2","ศิลาลาด",15
"ศรีสะเกษ","สพป.ศรีสะเกษ เขต 2","ห้วยทับทัน",32
"ศรีสะเกษ","สพป.ศรีสะเกษ เขต 2","อุทุมพรพิสัย",54
"ศรีสะเกษ","สพป.ศรีสะเกษ เขต 2","เมืองจันทร์",10
"ศรีสะเกษ","สพป.ศรีสะเกษ เขต 2","โพธิ์ศรีสุวรรณ",20
"ศรีสะเกษ","สพป.ศรีสะเกษ เขต 3","ขุขันธ์",110
"ศรีสะเกษ","สพป.ศรีสะเกษ เขต 3","ปรางค์กู่",60
"ศรีสะเกษ","สพป.ศรีสะเกษ เขต 3","ภูสิงห์",35
"ศรีสะเกษ","สพป.ศรีสะเกษ เขต 3","ไพรบึง",42
"ศรีสะเกษ","สพป.ศรีสะเกษ เขต 4","กันทรลักษ์",112
"ศรีสะเกษ","สพป.ศรีสะเกษ เขต 4","ขุนหาญ",67
"ศรีสะเกษ","สพป.ศรีสะเกษ เขต 4","ศรีรัตนะ",28
"ศรีสะเกษ","สพป.ศรีสะเกษ เขต 4","เบญจลักษ์",32
"ศรีสะเกษ","สพม.ศรีสะเกษยโสธร","กันทรลักษ์",10
"ศรีสะเกษ","สพม.ศรีสะเกษยโสธร","กันทรารมย์",10
"ศรีสะเกษ","สพม.ศรีสะเกษยโสธร","ขุขันธ์",10
"ศรีสะเกษ","สพม.ศรีสะเกษยโสธร","ขุนหาญ",2
"ศรีสะเกษ","สพม.ศรีสะเกษยโสธร","น้ำเกลี้ยง",6
"ศรีสะเกษ","สพม.ศรีสะเกษยโสธร","บึงบูรพ์",2
"ศรีสะเกษ","สพม.ศรีสะเกษยโสธร","ปรางค์กู่",16
"ศรีสะเกษ","สพม.ศรีสะเกษยโสธร","พยุห์",4
"ศรีสะเกษ","สพม.ศรีสะเกษยโสธร","ภูสิงห์",4
"ศรีสะเกษ","สพม.ศรีสะเกษยโสธร","ยางชุมน้อย",4
"ศรีสะเกษ","สพม.ศรีสะเกษยโสธร","ราษีไศล",6
"ศรีสะเกษ","สพม.ศรีสะเกษยโสธร","วังหิน",2
"ศรีสะเกษ","สพม.ศรีสะเกษยโสธร","ศรีรัตนะ",2
"ศรีสะเกษ","สพม.ศรีสะเกษยโสธร","ศิลาลาด",2
"ศรีสะเกษ","สพม.ศรีสะเกษยโสธร","ห้วยทับทัน",4
"ศรีสะเกษ","สพม.ศรีสะเกษยโสธร","อุทุมพรพิสัย",10
"ศรีสะเกษ","สพม.ศรีสะเกษยโสธร","เบญจลักษ์",4
"ศรีสะเกษ","สพม.ศรีสะเกษยโสธร","เมืองจันทร์",4
"ศรีสะเกษ","สพม.ศรีสะเกษยโสธร","เมืองศรีสะเกษ",22
"ศรีสะเกษ","สพม.ศรีสะเกษยโสธร","โนนคูณ",2
"สกลนคร","สพป.สกลนคร เขต 1","กุดบาก",22
"สกลนคร","สพป.สกลนคร เขต 1","กุสุมาลย์",31
"สกลนคร","สพป.สกลนคร เขต 1","ภูพาน",30
"สกลนคร","สพป.สกลนคร เขต 1","เต่างอย",15
"สกลนคร","สพป.สกลนคร เขต 1","เมืองสกลนคร",79
"สกลนคร","สพป.สกลนคร เขต 1","โคกศรีสุพรรณ",28
"สกลนคร","สพป.สกลนคร เขต 1","โพนนาแก้ว",34
"สกลนคร","สพป.สกลนคร เขต 2","นิคมน้ำอูน",10
"สกลนคร","สพป.สกลนคร เขต 2","พรรณานิคม",67
"สกลนคร","สพป.สกลนคร เขต 2","พังโคน",33
"สกลนคร","สพป.สกลนคร เขต 2","วาริชภูมิ",31
"สกลนคร","สพป.สกลนคร เขต 2","สว่างแดนดิน",83
"สกลนคร","สพป.สกลนคร เขต 2","ส่องดาว",25
"สกลนคร","สพป.สกลนคร เขต 2","เจริญศิลป์",7
"สกลนคร","สพป.สกลนคร เขต 3","คำตากล้า",27
"สกลนคร","สพป.สกลนคร เขต 3","บ้านม่วง",57
"สกลนคร","สพป.สกลนคร เขต 3","วานรนิวาส",101
"สกลนคร","สพป.สกลนคร เขต 3","อากาศอำนวย",57
"สกลนคร","สพม.สกลนคร","กุดบาก",2
"สกลนคร","สพม.สกลนคร","กุสุมาลย์",4
"สกลนคร","สพม.สกลนคร","คำตากล้า",4
"สกลนคร","สพม.สกลนคร","นิคมน้ำอูน",2
"สกลนคร","สพม.สกลนคร","บ้านม่วง",4
"สกลนคร","สพม.สกลนคร","พรรณานิคม",14
"สกลนคร","สพม.สกลนคร","พังโคน",6
"สกลนคร","สพม.สกลนคร","ภูพาน",6
"สกลนคร","สพม.สกลนคร","วานรนิวาส",6
"สกลนคร","สพม.สกลนคร","วาริชภูมิ",6
"สกลนคร","สพม.สกลนคร","สว่างแดนดิน",13
"สกลนคร","สพม.สกลนคร","ส่องดาว",2
"สกลนคร","สพม.สกลนคร","อากาศอำนวย",8
"สกลนคร","สพม.สกลนคร","เต่างอย",2
"สกลนคร","สพม.สกลนคร","เมืองสกลนคร",12
"สกลนคร","สพม.สกลนคร","โคกศรีสุพรรณ",6
"สกลนคร","สพม.สกลนคร","โพนนาแก้ว",2
"สงขลา","สพป.สงขลา เขต 1","กระแสสินธุ์",10
"สงขลา","สพป.สงขลา เขต 1","นาหม่อม",12
"สงขลา","สพป.สงขลา เขต 1","ระโนด",40
"สงขลา","สพป.สงขลา เขต 1","สทิงพระ",25
"สงขลา","สพป.สงขลา เขต 1","สิงหนคร",39
"สงขลา","สพป.สงขลา เขต 1","เมืองสงขลา",22
"สงขลา","สพป.สงขลา เขต 2","คลองหอยโข่ง",14
"สงขลา","สพป.สงขลา เขต 2","ควนเนียง",25
"สงขลา","สพป.สงขลา เขต 2","บางกล่ำ",16
"สงขลา","สพป.สงขลา เขต 2","รัตภูมิ",39
"สงขลา","สพป.สงขลา เขต 2","หาดใหญ่",55
"สงขลา","สพป.สงขลา เขต 3","จะนะ",61
"สงขลา","สพป.สงขลา เขต 3","นาทวี",37
"สงขลา","สพป.สงขลา เขต 3","สะบ้าย้อย",41
"สงขลา","สพป.สงขลา เขต 3","สะเดา",35
"สงขลา","สพป.สงขลา เขต 3","เทพา",67
"สงขลา","สพม.สงขลาสตูล","กระแสสินธุ์",4
"สงขลา","สพม.สงขลาสตูล","คลองหอยโข่ง",2
"สงขลา","สพม.สงขลาสตูล","ควนเนียง",4
"สงขลา","สพม.สงขลาสตูล","จะนะ",8
"สงขลา","สพม.สงขลาสตูล","นาทวี",6
"สงขลา","สพม.สงขลาสตูล","นาหม่อม",2
"สงขลา","สพม.สงขลาสตูล","บางกล่ำ",2
"สงขลา","สพม.สงขลาสตูล","ระโนด",8
"สงขลา","สพม.สงขลาสตูล","รัตภูมิ",6
"สงขลา","สพม.สงขลาสตูล","สทิงพระ",6
"สงขลา","สพม.สงขลาสตูล","สะบ้าย้อย",4
"สงขลา","สพม.สงขลาสตูล","สะเดา",6
"สงขลา","สพม.สงขลาสตูล","สิงหนคร",4
"สงขลา","สพม.สงขลาสตูล","หาดใหญ่",18
"สงขลา","สพม.สงขลาสตูล","เทพา",6
"สงขลา","สพม.สงขลาสตูล","เมืองสงขลา",6
"สตูล","สพป.สตูล","ควนกาหลง",24
"สตูล","สพป.สตูล","ควนโดน",16
"สตูล","สพป.สตูล","ทุ่งหว้า",17
"สตูล","สพป.สตูล","ท่าแพ",22
"สตูล","สพป.สตูล","มะนัง",14
"สตูล","สพป.สตูล","ละงู",53
"สตูล","สพป.สตูล","เมืองสตูล",53
"สตูล","สพม.สงขลาสตูล","ควนโดน",2
"สตูล","สพม.สงขลาสตูล","ทุ่งหว้า",4
"สตูล","สพม.สงขลาสตูล","ท่าแพ",4
"สตูล","สพม.สงขลาสตูล","มะนัง",4
"สตูล","สพม.สงขลาสตูล","ละงู",4
"สตูล","สพม.สงขลาสตูล","เมืองสตูล",6
"สมุทรปราการ","สพป.สมุทรปราการ เขต 1","พระประแดง",27
"สมุทรปราการ","สพป.สมุทรปราการ เขต 1","พระสมุทรเจดีย์",14
"สมุทรปราการ","สพป.สมุทรปราการ เขต 1","เมืองสมุทรปราการ",48
"สมุทรปราการ","สพป.สมุทรปราการ เขต 2","บางบ่อ",31
"สมุทรปราการ","สพป.สมุทรปราการ เขต 2","บางพลี",18
"สมุทรปราการ","สพป.สมุทรปราการ เขต 2","บางเสาธง",12
"สมุทรปราการ","สพม.สมุทรปราการ","บางบ่อ",8
"สมุทรปราการ","สพม.สมุทรปราการ","บางพลี",8
"สมุทรปราการ","สพม.สมุทรปราการ","บางเสาธง",4
"สมุทรปราการ","สพม.สมุทรปราการ","พระประแดง",8
"สมุทรปราการ","สพม.สมุทรปราการ","พระสมุทรเจดีย์",5
"สมุทรปราการ","สพม.สมุทรปราการ","เมืองสมุทรปราการ",8
"สมุทรสงคราม","สพป.สมุทรสงคราม","บางคนที",2
"สมุทรสงคราม","สพป.สมุทรสงคราม","อัมพวา",7
"สมุทรสงคราม","สพป.สมุทรสงคราม","เมืองสมุทรสงคราม",21
"สมุทรสงคราม","สพม.สมุทรสาครสมุทรสงคราม","บางคนที",4
"สมุทรสงคราม","สพม.สมุทรสาครสมุทรสงคราม","อัมพวา",6
"สมุทรสงคราม","สพม.สมุทรสาครสมุทรสงคราม","เมืองสมุทรสงคราม",6
"สมุทรสาคร","สพป.สมุทรสาคร","กระทุ่มแบน",14
"สมุทรสาคร","สพป.สมุทรสาคร","บ้านแพ้ว",32
"สมุทรสาคร","สพป.สมุทรสาคร","เมืองสมุทรสาคร",56
"สมุทรสาคร","สพม.สมุทรสาครสมุทรสงคราม","กระทุ่มแบน",4
"สมุทรสาคร","สพม.สมุทรสาครสมุทรสงคราม","บ้านแพ้ว",6
"สมุทรสาคร","สพม.สมุทรสาครสมุทรสงคราม","เมืองสมุทรสาคร",10
"สระบุรี","สพป.สระบุรี เขต 1","ดอนพุด",1
"สระบุรี","สพป.สระบุรี เขต 1","บ้านหมอ",15
"สระบุรี","สพป.สระบุรี เขต 1","พระพุทธบาท",22
"สระบุรี","สพป.สระบุรี เขต 1","หนองแซง",11
"สระบุรี","สพป.สระบุรี เขต 1","หนองโดน",4
"สระบุรี","สพป.สระบุรี เขต 1","เฉลิมพระเกียรติ",18
"สระบุรี","สพป.สระบุรี เขต 1","เมืองสระบุรี",23
"สระบุรี","สพป.สระบุรี เขต 1","เสาไห้",6
"สระบุรี","สพป.สระบุรี เขต 2","มวกเหล็ก",37
"สระบุรี","สพป.สระบุรี เขต 2","วังม่วง",11
"สระบุรี","สพป.สระบุรี เขต 2","วิหารแดง",18
"สระบุรี","สพป.สระบุรี เขต 2","หนองแค",24
"สระบุรี","สพป.สระบุรี เขต 2","แก่งคอย",49
"สระบุรี","สพม.สระบุรี","ดอนพุด",2
"สระบุรี","สพม.สระบุรี","พระพุทธบาท",2
"สระบุรี","สพม.สระบุรี","มวกเหล็ก",4
"สระบุรี","สพม.สระบุรี","วังม่วง",2
